YEAR,DOY,Hour,"BZ, nT (GSE)","SW Proton Density, N/cm^3","SW Plasma Speed, km/s",Flow pressure,E elecrtric field,"Dst-index, nT"
2001,19,22,-1.7,999.9,328.0,99.99,0.89,9
2001,19,23,-0.6,999.9,323.0,99.99,0.65,14
2001,20,0,1.8,999.9,323.0,99.99,-0.03,15
2001,20,1,1.8,999.9,321.0,99.99,-0.1,16
2001,20,2,2.0,999.9,316.0,99.99,-0.25,18
2001,20,3,1.9,999.9,311.0,99.99,-0.31,18
2001,20,4,1.9,999.9,310.0,99.99,-0.37,16
2001,20,5,1.3,999.9,310.0,99.99,-0.28,14
2001,20,6,-3.6,999.9,304.0,99.99,1.22,11
2001,20,7,-6.5,999.9,301.0,99.99,1.9,5
2001,20,8,-0.7,999.9,301.0,99.99,0.12,0
2001,20,9,0.1,999.9,301.0,99.99,-0.09,0
2001,20,10,2.3,999.9,301.0,99.99,-0.75,-1
2001,20,11,2.1,999.9,306.0,99.99,-0.67,3
2001,20,12,-4.3,999.9,316.0,99.99,1.3,7
2001,20,13,-4.0,999.9,314.0,99.99,1.13,5
2001,20,14,-5.0,999.9,315.0,99.99,1.45,-3
2001,20,15,-5.3,999.9,313.0,99.99,1.53,-8
2001,20,16,-5.7,999.9,313.0,99.99,1.63,-13
2001,20,17,-5.4,999.9,311.0,99.99,1.59,-16
2001,20,18,-1.4,999.9,303.0,99.99,0.58,-19
2001,20,19,0.3,999.9,311.0,99.99,-0.16,-20
2001,20,20,-3.8,999.9,310.0,99.99,1.15,-15
2001,20,21,-5.3,999.9,311.0,99.99,1.9,-14
2001,20,22,-5.0,999.9,311.0,99.99,1.8,-17
2001,20,23,-4.7,999.9,315.0,99.99,1.23,-11
2001,21,0,-6.5,999.9,306.0,99.99,1.81,-14
2001,21,1,-7.0,999.9,300.0,99.99,1.92,-20
2001,21,2,-4.9,999.9,298.0,99.99,0.83,-25
2001,21,3,-0.4,999.9,323.0,99.99,-0.45,-23
2001,21,4,0.2,999.9,309.0,99.99,-0.56,-23
2001,21,5,-2.5,999.9,311.0,99.99,0.31,-22
2001,21,6,-4.3,999.9,310.0,99.99,0.96,-23
2001,21,7,-3.6,999.9,311.0,99.99,0.87,-20
2001,21,8,-8.5,999.9,313.0,99.99,2.54,-13
2001,21,9,-8.5,999.9,310.0,99.99,2.57,-10
2001,21,10,-8.0,999.9,306.0,99.99,2.42,-11
2001,21,11,-10.3,999.9,311.0,99.99,3.14,-13
2001,21,12,-10.6,999.9,307.0,99.99,3.22,-14
2001,21,13,-10.0,999.9,301.0,99.99,3.01,-25
2001,21,14,-8.5,999.9,302.0,99.99,2.63,-29
2001,21,15,-5.0,999.9,322.0,99.99,2.06,-36
2001,21,16,-6.6,999.9,317.0,99.99,2.69,-38
2001,21,17,-7.2,999.9,320.0,99.99,3.01,-35
2001,21,18,-8.2,13.7,329.0,2.51,3.19,-29
2001,21,19,-7.6,16.1,328.0,2.94,3.25,-32
2001,21,20,-6.9,27.3,350.0,5.81,3.78,-37
2001,21,21,11.3,43.2,354.0,9.51,-3.58,-40
2001,21,22,13.2,51.7,355.0,11.45,-4.47,-27
2001,21,23,2.3,26.1,359.0,6.09,0.93,-26
2001,22,0,-0.6,16.9,364.0,4.73,1.86,-32
2001,22,1,-1.8,16.2,371.0,4.74,2.56,-32
2001,22,2,7.8,18.7,376.0,5.55,-1.77,-31
2001,22,3,1.9,16.5,374.0,4.49,0.64,-24
2001,22,4,3.5,14.9,360.0,3.86,-0.4,-21
2001,22,5,1.6,13.6,376.0,3.94,0.26,-26
2001,22,6,5.0,15.9,396.0,5.03,-1.62,-29
2001,22,7,5.6,12.6,407.0,4.1,-1.95,-29
2001,22,8,5.8,10.6,425.0,3.9,-2.34,-23
2001,22,9,-1.6,10.9,429.0,4.05,0.82,-23
2001,22,10,0.5,9.3,437.0,3.61,-0.13,-30
2001,22,11,4.0,7.7,431.0,2.75,-1.59,-32
2001,22,12,5.6,6.6,443.0,2.68,-2.44,-23
2001,22,13,0.9,6.3,468.0,2.71,-0.37,-18
2001,22,14,-0.9,6.4,466.0,2.7,0.65,-20
2001,22,15,2.4,5.8,474.0,2.58,-0.9,-24
2001,22,16,2.2,5.4,486.0,2.61,-0.58,-21
2001,22,17,1.4,5.0,481.0,2.28,-0.29,-21
2001,22,18,-0.2,4.4,483.0,2.08,0.48,-21
2001,22,19,3.7,4.4,485.0,2.09,-1.12,-24
2001,22,20,0.1,4.1,479.0,1.89,0.57,-22
2001,22,21,-1.7,4.4,486.0,2.06,1.56,-21
2001,22,22,-0.8,4.1,469.0,1.8,0.94,-24
2001,22,23,-0.3,3.6,461.0,1.53,0.51,-23
2001,23,0,0.6,3.3,450.0,1.34,-0.09,-22
2001,23,1,1.0,3.6,459.0,1.54,0.05,-22
2001,23,2,0.3,3.7,467.0,1.6,0.37,-20
2001,23,3,1.2,3.5,461.0,1.46,-0.69,-17
2001,23,4,2.8,3.3,455.0,1.38,-1.36,-16
2001,23,5,0.9,3.1,450.0,1.25,-0.5,-16
2001,23,6,2.0,3.1,449.0,1.22,-0.85,-17
2001,23,7,0.6,2.8,427.0,1.0,-0.21,-17
2001,23,8,-2.0,3.3,415.0,1.1,0.87,-17
2001,23,9,-0.2,2.5,409.0,0.82,0.08,-21
2001,23,10,1.1,2.4,412.0,0.79,-0.45,-14
2001,23,11,4.8,8.8,530.0,5.0,-2.65,11
2001,23,12,7.6,9.0,549.0,5.67,-4.45,14
2001,23,13,0.4,11.7,536.0,7.14,0.05,12
2001,23,14,-2.3,12.0,532.0,6.92,1.65,7
2001,23,15,0.0,12.0,514.0,6.08,0.1,-4
2001,23,16,-0.6,12.0,504.0,5.9,0.6,-8
2001,23,17,2.7,11.4,500.0,5.5,-1.65,-10
2001,23,18,-3.8,12.7,505.0,6.34,1.67,-8
2001,23,19,-4.3,13.5,507.0,6.84,2.28,-17
2001,23,20,-4.4,12.0,481.0,5.53,1.44,-25
2001,23,21,-1.0,15.6,489.0,7.28,0.34,-25
2001,23,22,3.1,15.4,479.0,6.77,-0.62,-22
2001,23,23,0.6,17.1,470.0,7.09,-0.38,-16
2001,24,0,-1.8,15.9,469.0,6.47,0.23,-19
2001,24,1,-2.0,13.1,469.0,5.29,-0.28,-25
2001,24,2,-3.0,13.2,455.0,5.07,1.09,-18
2001,24,3,-2.1,14.9,443.0,5.39,1.02,-11
2001,24,4,-1.2,11.5,438.0,4.1,0.22,-14
2001,24,5,-1.2,8.6,433.0,3.06,0.35,-18
2001,24,6,-0.4,6.9,423.0,2.34,-0.0,-23
2001,24,7,0.1,5.3,412.0,1.69,-0.16,-26
2001,24,8,0.1,4.4,406.0,1.37,-0.12,-29
2001,24,9,-1.2,4.5,403.0,1.39,0.44,-26
2001,24,10,-5.3,3.1,407.0,1.13,2.16,-26
2001,24,11,-6.3,2.4,428.0,0.98,2.74,-28
2001,24,12,-6.8,2.6,434.0,1.07,2.95,-29
2001,24,13,-6.6,3.0,438.0,1.27,2.8,-38
2001,24,14,-6.1,4.5,443.0,1.78,2.66,-46
2001,24,15,-5.6,3.8,445.0,1.58,2.45,-52
2001,24,16,-5.8,3.6,449.0,1.52,2.51,-55
2001,24,17,-6.1,4.1,444.0,1.66,2.62,-58
2001,24,18,-5.7,3.5,436.0,1.36,2.05,-61
2001,24,19,-3.2,6.2,438.0,2.44,1.8,-48
2001,24,20,-1.4,7.1,430.0,2.48,1.03,-51
2001,24,21,-2.6,6.6,424.0,2.23,0.81,-50
2001,24,22,-2.9,4.5,421.0,1.46,0.76,-47
2001,24,23,2.5,6.0,425.0,1.98,-0.42,-42
2001,25,0,4.6,6.3,417.0,2.18,-1.46,-41
2001,25,1,2.1,7.1,423.0,2.33,-0.47,-34
2001,25,2,2.5,7.3,414.0,2.29,-0.75,-28
2001,25,3,2.6,6.4,414.0,1.95,-0.91,-24
2001,25,4,3.2,5.2,415.0,1.6,-1.33,-28
2001,25,5,2.2,5.6,411.0,1.71,-0.9,-27
2001,25,6,2.0,5.8,408.0,1.71,-0.69,-25
2001,25,7,2.2,5.2,402.0,1.49,-0.76,-24
2001,25,8,1.3,4.3,404.0,1.28,-0.61,-28
2001,25,9,2.4,3.9,399.0,1.18,-0.96,-32
2001,25,10,2.0,3.6,394.0,1.03,-0.79,-32
2001,25,11,2.3,4.3,386.0,1.2,-0.89,-28
2001,25,12,2.7,4.8,383.0,1.3,-1.0,-25
2001,25,13,2.8,4.9,379.0,1.42,-0.99,-26
2001,25,14,2.5,4.9,372.0,1.34,-0.86,-26
2001,25,15,2.9,4.1,365.0,1.04,-0.95,-21
2001,25,16,-2.5,3.5,373.0,0.87,1.01,-20
2001,25,17,-3.6,4.1,373.0,1.0,1.31,-22
2001,25,18,-3.1,5.2,373.0,1.25,0.9,-22
2001,25,19,-3.6,4.8,368.0,1.12,1.07,-24
2001,25,20,-3.4,4.5,363.0,1.05,0.98,-27
2001,25,21,-1.7,5.2,359.0,1.21,0.97,-26
2001,25,22,-2.4,5.2,350.0,1.11,0.84,-29
2001,25,23,-1.8,4.6,332.0,0.91,0.3,-32
2001,26,0,-2.2,4.6,340.0,0.97,0.44,-30
2001,26,1,-2.7,5.2,346.0,1.11,0.62,-23
2001,26,2,-2.5,6.9,355.0,1.5,0.57,-20
2001,26,3,-4.8,4.3,358.0,0.98,1.61,-24
2001,26,4,-5.3,3.8,359.0,0.89,1.72,-29
2001,26,5,-4.7,3.1,359.0,0.72,1.44,-33
2001,26,6,-5.1,4.6,358.0,1.04,1.72,-34
2001,26,7,-5.8,2.9,356.0,0.65,1.99,-35
2001,26,8,-5.9,3.7,356.0,0.83,2.03,-31
2001,26,9,-4.2,4.8,352.0,1.11,1.62,-31
2001,26,10,-3.1,4.2,352.0,1.05,1.23,-31
2001,26,11,-3.1,4.5,351.0,1.15,1.23,-27
2001,26,12,-2.7,999.9,343.0,99.99,1.06,-27
2001,26,13,-2.8,999.9,335.0,99.99,1.11,-28
2001,26,14,-2.2,999.9,328.0,99.99,0.89,-30
2001,26,15,-1.7,999.9,317.0,99.99,0.67,-27
2001,26,16,-2.5,999.9,329.0,99.99,1.05,-26
2001,26,17,-2.5,999.9,334.0,99.99,1.07,-27
2001,26,18,-1.2,999.9,325.0,99.99,0.65,-21
2001,26,19,-0.9,999.9,323.0,99.99,0.55,-22
2001,26,20,-4.6,999.9,326.0,99.99,1.76,-20
2001,26,21,3.9,999.9,333.0,99.99,-0.7,-24
2001,26,22,3.9,999.9,338.0,99.99,-0.78,-20
2001,26,23,-1.5,999.9,332.0,99.99,0.76,-12
2001,27,0,-3.2,999.9,331.0,99.99,1.22,-10
2001,27,1,-3.1,999.9,325.0,99.99,1.04,-14
2001,27,2,-3.1,999.9,320.0,99.99,0.93,-17
2001,27,3,-3.2,999.9,319.0,99.99,1.02,-17
2001,27,4,-3.3,999.9,314.0,99.99,1.19,-19
2001,27,5,-2.7,999.9,310.0,99.99,1.05,-19
2001,27,6,-1.0,999.9,322.0,99.99,0.55,-20
2001,27,7,-1.4,999.9,326.0,99.99,0.62,-19
2001,27,8,-1.9,999.9,324.0,99.99,0.75,-20
2001,27,9,-1.2,999.9,325.0,99.99,0.49,-24
2001,27,10,-1.0,999.9,313.0,99.99,0.38,-25
2001,27,11,0.4,999.9,304.0,99.99,-0.12,-21
2001,27,12,-0.4,999.9,300.0,99.99,0.18,-19
2001,27,13,-0.9,999.9,302.0,99.99,0.3,-17
2001,27,14,-0.3,4.0,298.0,0.82,0.21,-15
2001,27,15,-0.6,4.3,299.0,0.87,0.33,-13
2001,27,16,-0.1,999.9,303.0,99.99,0.3,-10
2001,27,17,-0.7,999.9,307.0,99.99,0.61,-11
2001,27,18,0.1,999.9,305.0,99.99,0.37,-13
2001,27,19,0.7,999.9,304.0,99.99,0.24,-14
2001,27,20,-0.4,999.9,300.0,99.99,0.54,-12
2001,27,21,0.5,999.9,301.0,99.99,0.09,-13
2001,27,22,-0.6,999.9,308.0,99.99,0.25,-14
2001,27,23,1.1,999.9,331.0,99.99,0.03,-10
2001,28,0,0.0,999.9,299.0,99.99,0.12,-11
2001,28,1,0.9,999.9,302.0,99.99,0.12,-12
2001,28,2,0.0,999.9,298.0,99.99,0.33,-10
2001,28,3,-0.1,999.9,295.0,99.99,0.35,-4
2001,28,4,-3.9,999.9,297.0,99.99,0.77,3
2001,28,5,-4.2,999.9,296.0,99.99,0.95,2
2001,28,6,-4.8,999.9,295.0,99.99,1.18,-4
2001,28,7,-4.7,999.9,294.0,99.99,1.38,-12
2001,28,8,-4.0,999.9,291.0,99.99,1.22,-20
2001,28,9,-3.6,999.9,292.0,99.99,1.08,-17
2001,28,10,-2.6,999.9,296.0,99.99,0.8,-12
2001,28,11,-2.6,999.9,299.0,99.99,0.78,-9
2001,28,12,-1.9,999.9,303.0,99.99,0.64,-6
2001,28,13,2.9,999.9,314.0,99.99,-0.85,2
2001,28,14,-3.1,999.9,307.0,99.99,1.04,5
2001,28,15,-2.9,999.9,312.0,99.99,0.97,5
2001,28,16,-1.8,999.9,316.0,99.99,0.41,10
2001,28,17,-4.6,999.9,322.0,99.99,0.87,6
2001,28,18,-2.8,999.9,323.0,99.99,0.29,9
2001,28,19,-2.1,999.9,319.0,99.99,-0.13,13
2001,28,20,-3.5,999.9,324.0,99.99,-0.19,9
2001,28,21,-1.1,999.9,336.0,99.99,-1.48,6
2001,28,22,-1.7,21.3,351.0,5.07,1.33,10
2001,28,23,6.8,24.2,374.0,6.65,-0.41,7
2001,29,0,5.0,25.4,368.0,6.71,0.22,3
2001,29,1,-5.7,26.0,367.0,6.81,3.3,1
2001,29,2,-12.4,17.9,361.0,4.63,3.72,-21
2001,29,3,-2.6,16.4,373.0,4.47,-0.71,-27
2001,29,4,6.4,16.5,377.0,4.5,-3.43,-18
2001,29,5,8.1,17.8,380.0,5.0,-3.8,-11
2001,29,6,0.6,8.7,389.0,2.62,-0.97,-23
2001,29,7,2.3,8.7,395.0,2.79,-1.46,-29
2001,29,8,5.5,6.6,401.0,2.19,-2.57,-26
2001,29,9,2.6,6.6,395.0,2.04,-1.34,-22
2001,29,10,3.0,7.2,397.0,2.24,-1.47,-19
2001,29,11,1.4,6.9,388.0,2.05,-0.81,-17
2001,29,12,4.5,6.2,392.0,1.97,-2.04,-15
2001,29,13,1.7,6.6,396.0,2.1,-0.99,-14
2001,29,14,3.0,6.7,415.0,2.43,-1.49,-11
2001,29,15,1.4,6.9,424.0,2.49,-0.93,-10
2001,29,16,0.1,5.8,425.0,2.09,-0.59,-12
2001,29,17,0.4,5.5,431.0,2.09,-0.78,-13
2001,29,18,-2.0,4.5,452.0,1.93,0.41,-14
2001,29,19,-0.3,3.6,467.0,1.66,-0.37,-18
2001,29,20,-1.1,3.6,459.0,1.55,0.46,-18
2001,29,21,-1.7,3.8,454.0,1.63,0.91,-17
2001,29,22,-1.3,4.1,454.0,1.76,0.45,-19
2001,29,23,2.3,4.2,455.0,1.77,-1.32,-17
2001,30,0,3.6,4.5,460.0,1.9,-1.75,-16
2001,30,1,1.5,4.6,450.0,1.86,-0.77,-16
2001,30,2,-0.9,5.2,450.0,2.08,0.14,-14
2001,30,3,-1.2,5.1,444.0,1.98,0.04,-15
2001,30,4,0.0,5.0,447.0,2.0,-0.18,-14
2001,30,5,3.7,5.5,445.0,2.23,-1.74,-10
2001,30,6,2.7,5.4,445.0,2.16,-1.38,-8
2001,30,7,3.1,5.3,446.0,2.11,-1.47,-8
2001,30,8,3.2,5.5,444.0,2.18,-1.51,-8
2001,30,9,1.5,5.4,438.0,2.04,-0.79,-7
2001,30,10,1.3,5.4,432.0,1.94,-0.65,-8
2001,30,11,2.9,5.4,432.0,1.95,-1.25,-9
2001,30,12,3.7,5.8,434.0,2.07,-1.65,-7
2001,30,13,2.8,5.6,434.0,1.98,-1.3,-8
2001,30,14,1.4,4.6,431.0,1.59,-0.73,-8
2001,30,15,0.2,4.0,416.0,1.29,-0.25,-9
2001,30,16,0.6,4.0,406.0,1.26,-0.37,-9
2001,30,17,1.2,4.2,405.0,1.32,-0.65,-6
2001,30,18,1.0,3.7,401.0,1.13,-0.6,-6
2001,30,19,1.7,4.1,396.0,1.22,-0.83,-6
2001,30,20,1.5,4.7,391.0,1.38,-0.74,-7
2001,30,21,1.2,4.3,391.0,1.27,-0.74,-7
2001,30,22,0.8,4.6,388.0,1.28,-0.66,-6
2001,30,23,0.7,4.6,387.0,1.24,-0.54,-6
2001,31,0,-0.1,4.6,385.0,1.23,-0.19,-8
2001,31,1,0.2,4.7,383.0,1.26,-0.31,-10
2001,31,2,0.2,4.6,381.0,1.2,-0.3,-8
2001,31,3,0.0,4.4,379.0,1.16,-0.19,-5
2001,31,4,-0.4,4.7,377.0,1.24,-0.04,-3
2001,31,5,-1.4,4.7,372.0,1.2,0.45,-2
2001,31,6,-1.4,4.7,371.0,1.21,0.48,-2
2001,31,7,-1.7,4.8,371.0,1.23,0.63,-4
2001,31,8,-5.2,9.4,407.0,2.92,2.16,10
2001,31,9,-10.6,12.7,459.0,5.22,4.77,-4
2001,31,10,-5.7,12.6,443.0,4.99,2.61,-30
2001,31,11,0.9,14.0,455.0,5.71,-0.68,-37
2001,31,12,-7.8,10.9,446.0,4.27,3.26,-27
2001,31,13,0.7,14.5,445.0,6.14,-0.71,-25
2001,31,14,-4.4,13.3,428.0,5.24,1.5,-25
2001,31,15,-4.1,12.3,424.0,4.65,1.36,-30
2001,31,16,-6.4,10.2,420.0,3.76,2.81,-39
2001,31,17,-5.9,9.8,414.0,3.68,2.24,-39
2001,31,18,-4.8,8.7,417.0,3.2,1.46,-45
2001,31,19,-2.3,8.8,414.0,3.02,0.62,-42
2001,31,20,-2.9,8.8,411.0,2.89,0.66,-42
2001,31,21,-4.5,8.4,403.0,2.57,1.29,-39
2001,31,22,-3.5,8.9,402.0,2.69,0.88,-40
2001,31,23,2.5,12.0,416.0,3.9,-1.54,-36
2001,32,0,-2.7,11.5,396.0,3.57,0.51,-32
2001,32,1,-1.2,10.2,402.0,3.37,-0.04,-29
2001,32,2,-1.8,9.2,404.0,3.06,0.48,-29
2001,32,3,-4.4,8.5,404.0,2.78,1.86,-32
2001,32,4,-4.9,8.8,412.0,2.92,1.94,-37
2001,32,5,-5.4,8.4,409.0,2.75,2.21,-38
2001,32,6,-4.3,7.5,408.0,2.44,1.96,-40
2001,32,7,-0.7,7.2,404.0,2.31,0.73,-41
2001,32,8,6.5,7.2,400.0,2.25,-2.48,-40
2001,32,9,2.1,6.0,407.0,1.92,-0.65,-34
2001,32,10,1.5,6.9,420.0,2.3,-0.46,-28
2001,32,11,3.2,5.7,421.0,1.93,-1.14,-29
2001,32,12,2.2,6.7,404.0,2.05,-1.05,-26
2001,32,13,2.3,8.1,411.0,2.53,-1.07,-25
2001,32,14,0.8,7.1,413.0,2.2,-0.41,-26
2001,32,15,-1.0,6.7,406.0,2.0,0.2,-21
2001,32,16,-1.2,6.5,408.0,1.99,0.29,-16
2001,32,17,-1.3,6.5,408.0,1.98,0.16,-12
2001,32,18,-2.0,5.9,406.0,1.78,0.28,-11
2001,32,19,1.3,6.8,404.0,2.03,-1.05,-9
2001,32,20,-0.9,5.3,404.0,1.65,-0.57,-11
2001,32,21,-2.3,4.3,427.0,1.65,0.09,-12
2001,32,22,-2.9,4.1,429.0,1.62,0.69,-13
2001,32,23,-2.6,4.1,432.0,1.64,0.65,-14
2001,33,0,-2.7,3.9,432.0,1.54,0.69,-18
2001,33,1,-2.7,3.4,425.0,1.22,0.72,-21
2001,33,2,-2.8,4.1,426.0,1.51,1.24,-22
2001,33,3,-1.2,4.6,419.0,1.66,0.17,-20
2001,33,4,-0.7,4.1,419.0,1.48,0.08,-19
2001,33,5,0.3,3.8,416.0,1.35,-0.37,-18
2001,33,6,0.9,4.0,419.0,1.43,-0.59,-18
2001,33,7,-1.7,3.8,427.0,1.43,0.56,-17
2001,33,8,0.3,3.8,419.0,1.37,-0.29,-17
2001,33,9,2.6,4.0,415.0,1.4,-1.12,-13
2001,33,10,2.3,4.0,416.0,1.44,-1.0,-6
2001,33,11,0.3,3.1,403.0,1.03,-0.12,-5
2001,33,12,-0.1,3.2,396.0,1.01,0.04,-9
2001,33,13,1.5,2.9,396.0,0.91,-0.51,-9
2001,33,14,1.6,2.8,396.0,0.89,-0.59,-8
2001,33,15,-0.4,2.9,393.0,0.92,0.04,-7
2001,33,16,0.5,3.0,399.0,1.0,-0.12,-7
2001,33,17,0.4,3.2,393.0,1.04,-0.24,-8
2001,33,18,0.9,3.2,386.0,1.0,-0.5,-6
2001,33,19,0.6,3.2,389.0,1.01,-0.23,-8
2001,33,20,0.4,3.1,381.0,0.95,-0.3,-9
2001,33,21,0.4,2.9,375.0,0.85,-0.41,-10
2001,33,22,-1.7,2.9,364.0,0.8,0.36,-9
2001,33,23,-0.9,3.1,365.0,0.86,0.04,-9
2001,34,0,2.5,3.1,365.0,0.82,-0.91,-8
2001,34,1,2.8,3.1,363.0,0.82,-0.98,-6
2001,34,2,2.4,3.1,357.0,0.8,-0.71,-5
2001,34,3,2.5,3.2,356.0,0.83,-0.85,-5
2001,34,4,3.3,3.4,359.0,0.93,-1.18,-3
2001,34,5,2.8,3.0,358.0,0.8,-1.11,-2
2001,34,6,1.4,3.2,359.0,0.85,-0.65,0
2001,34,7,0.6,3.3,358.0,0.88,-0.36,0
2001,34,8,1.8,3.2,356.0,0.85,-0.64,0
2001,34,9,2.4,3.2,348.0,0.81,-0.84,1
2001,34,10,2.5,999.9,348.0,99.99,-0.9,1
2001,34,11,1.8,999.9,354.0,99.99,-0.67,1
2001,34,12,2.8,999.9,355.0,99.99,-1.03,-2
2001,34,13,2.1,999.9,351.0,99.99,-0.81,-3
2001,34,14,3.2,999.9,361.0,99.99,-1.12,-6
2001,34,15,3.1,999.9,361.0,99.99,-0.97,-4
2001,34,16,3.5,999.9,351.0,99.99,-1.3,-3
2001,34,17,1.9,999.9,346.0,99.99,-0.93,-2
2001,34,18,1.4,999.9,346.0,99.99,-0.8,-3
2001,34,19,1.6,999.9,341.0,99.99,-0.78,-2
2001,34,20,2.9,999.9,339.0,99.99,-0.98,-3
2001,34,21,2.1,999.9,337.0,99.99,-0.88,-3
2001,34,22,2.2,999.9,334.0,99.99,-0.77,-2
2001,34,23,1.7,999.9,337.0,99.99,-0.71,-1
2001,35,0,2.7,999.9,337.0,99.99,-0.88,-3
2001,35,1,2.7,999.9,331.0,99.99,-0.73,-4
2001,35,2,0.8,999.9,323.0,99.99,-0.42,-4
2001,35,3,1.6,999.9,321.0,99.99,-0.55,-2
2001,35,4,2.6,999.9,328.0,99.99,-0.95,1
2001,35,5,2.2,999.9,326.0,99.99,-0.75,4
2001,35,6,1.6,999.9,328.0,99.99,-0.62,5
2001,35,7,2.9,999.9,328.0,99.99,-0.92,5
2001,35,8,3.1,999.9,325.0,99.99,-0.97,6
2001,35,9,2.1,999.9,326.0,99.99,-0.75,7
2001,35,10,-0.7,999.9,327.0,99.99,0.13,8
2001,35,11,1.6,999.9,323.0,99.99,-0.61,7
2001,35,12,2.6,999.9,320.0,99.99,-0.83,7
2001,35,13,3.0,999.9,329.0,99.99,-1.02,9
2001,35,14,3.0,999.9,318.0,99.99,-0.92,8
2001,35,15,0.8,999.9,320.0,99.99,-0.42,9
2001,35,16,0.1,999.9,323.0,99.99,-0.26,7
2001,35,17,-3.2,999.9,312.0,99.99,0.87,3
2001,35,18,0.4,999.9,313.0,99.99,-0.41,-1
2001,35,19,1.7,999.9,314.0,99.99,-0.82,0
2001,35,20,2.8,999.9,306.0,99.99,-1.13,1
2001,35,21,2.8,999.9,302.0,99.99,-0.94,4
2001,35,22,2.7,999.9,307.0,99.99,-1.07,7
2001,35,23,0.5,999.9,302.0,99.99,-0.6,8
2001,36,0,0.8,999.9,302.0,99.99,-0.63,6
2001,36,1,0.1,999.9,300.0,99.99,-0.36,6
2001,36,2,-0.1,999.9,301.0,99.99,-0.12,6
2001,36,3,0.3,999.9,298.0,99.99,-0.21,7
2001,36,4,0.7,999.9,298.0,99.99,-0.3,7
2001,36,5,0.5,999.9,297.0,99.99,-0.21,8
2001,36,6,2.9,999.9,301.0,99.99,-0.93,11
2001,36,7,3.6,999.9,303.0,99.99,-1.09,12
2001,36,8,1.3,999.9,304.0,99.99,-0.52,14
2001,36,9,0.0,999.9,301.0,99.99,-0.12,12
2001,36,10,2.8,999.9,297.0,99.99,-0.92,9
2001,36,11,1.1,999.9,299.0,99.99,-0.45,10
2001,36,12,-0.5,999.9,299.0,99.99,0.03,11
2001,36,13,-1.6,999.9,299.0,99.99,0.33,10
2001,36,14,-0.2,999.9,295.0,99.99,-0.12,9
2001,36,15,-2.0,999.9,295.0,99.99,0.41,9
2001,36,16,2.4,999.9,289.0,99.99,-0.84,12
2001,36,17,1.2,999.9,295.0,99.99,-0.32,14
2001,36,18,-0.1,999.9,301.0,99.99,-0.0,13
2001,36,19,-0.1,999.9,297.0,99.99,0.06,14
2001,36,20,0.7,11.3,318.0,2.17,-0.1,15
2001,36,21,-2.5,10.5,330.0,2.2,1.19,14
2001,36,22,-0.7,11.4,330.0,2.41,0.86,14
2001,36,23,0.7,13.3,333.0,2.91,0.4,10
2001,37,0,0.9,17.0,338.0,3.72,0.41,15
2001,37,1,0.0,19.7,343.0,4.57,0.82,15
2001,37,2,1.0,25.0,353.0,6.18,0.74,21
2001,37,3,3.5,28.4,355.0,6.81,-0.28,21
2001,37,4,3.2,28.6,368.0,7.27,-0.55,18
2001,37,5,2.5,34.6,379.0,9.3,-0.83,23
2001,37,6,-7.8,29.9,392.0,9.05,2.43,22
2001,37,7,-7.6,19.2,381.0,6.22,2.51,-6
2001,37,8,-1.8,12.7,389.0,4.48,0.19,-31
2001,37,9,-2.7,11.1,383.0,3.55,0.54,-24
2001,37,10,5.7,7.7,416.0,3.21,-2.91,-20
2001,37,11,6.7,8.7,415.0,3.42,-3.2,-13
2001,37,12,5.5,7.9,408.0,2.95,-2.69,-7
2001,37,13,5.1,7.0,387.0,2.42,-2.52,-8
2001,37,14,7.4,5.6,392.0,1.79,-3.53,-8
2001,37,15,3.1,10.7,387.0,3.48,-2.05,-5
2001,37,16,-0.1,10.7,408.0,3.77,-0.73,0
2001,37,17,-6.4,5.7,472.0,2.82,2.31,-5
2001,37,18,-1.6,6.8,494.0,3.59,0.2,-11
2001,37,19,-3.0,5.4,519.0,3.09,0.88,-7
2001,37,20,-0.8,7.0,521.0,4.0,-1.09,-2
2001,37,21,0.9,7.8,489.0,4.07,-1.91,-5
2001,37,22,-2.6,8.1,471.0,3.65,0.66,-3
2001,37,23,-0.6,7.7,491.0,3.74,-0.74,-5
2001,38,0,4.4,7.6,514.0,3.94,-3.44,-3
2001,38,1,-2.7,6.5,471.0,2.71,0.19,-4
2001,38,2,-3.8,6.3,477.0,2.7,0.86,-8
2001,38,3,-1.2,5.3,520.0,2.75,-0.16,-8
2001,38,4,-0.2,4.9,486.0,2.25,-0.58,-6
2001,38,5,-2.2,5.4,483.0,2.39,0.72,-5
2001,38,6,3.2,4.9,501.0,2.4,-2.25,-8
2001,38,7,3.5,4.5,502.0,2.21,-2.21,-12
2001,38,8,2.8,4.0,496.0,1.92,-1.69,-15
2001,38,9,2.7,3.5,518.0,1.81,-1.66,-16
2001,38,10,4.2,3.4,516.0,1.75,-2.32,-10
2001,38,11,1.9,3.0,506.0,1.46,-1.11,-1
2001,38,12,-4.1,2.5,497.0,1.17,1.99,1
2001,38,13,-2.8,2.3,492.0,1.1,1.28,0
2001,38,14,-2.0,2.6,498.0,1.32,0.75,-4
2001,38,15,-0.7,2.6,493.0,1.27,0.05,-6
2001,38,16,-3.0,2.3,489.0,1.09,1.03,-9
2001,38,17,-3.0,2.2,481.0,0.99,0.91,-9
