YEAR,DOY,Hour,"BZ, nT (GSE)","SW Proton Density, N/cm^3","SW Plasma Speed, km/s",Flow pressure,E elecrtric field,"Dst-index, nT"
2001,197,7,-1.3,7.0,397.0,2.23,1.03,-3
2001,197,8,1.3,6.6,400.0,2.28,0.16,-2
2001,197,9,-3.2,8.2,399.0,2.96,1.84,1
2001,197,10,-0.3,7.4,406.0,2.7,0.85,-1
2001,197,11,5.8,8.8,416.0,3.44,-1.21,1
2001,197,12,2.3,12.1,426.0,4.72,0.3,10
2001,197,13,-0.7,11.7,421.0,4.32,1.35,10
2001,197,14,-4.1,7.9,426.0,2.89,2.47,7
2001,197,15,-1.5,6.3,447.0,2.35,1.56,1
2001,197,16,6.5,5.6,487.0,2.61,-2.34,3
2001,197,17,4.8,6.2,485.0,2.92,-1.79,8
2001,197,18,-0.6,7.4,469.0,3.43,0.52,9
2001,197,19,2.9,10.0,453.0,4.22,-1.18,7
2001,197,20,3.1,6.6,471.0,2.97,-1.41,5
2001,197,21,-4.3,3.9,492.0,1.87,2.07,-4
2001,197,22,-4.9,3.6,503.0,1.86,2.41,-5
2001,197,23,-2.8,3.1,525.0,1.8,1.42,-12
2001,198,0,1.9,2.6,529.0,1.77,-1.01,-16
2001,198,1,-6.2,2.8,562.0,2.15,3.65,-15
2001,198,2,-2.5,2.9,551.0,2.03,1.6,-18
2001,198,3,1.4,2.9,555.0,2.16,-0.56,-19
2001,198,4,0.7,2.9,538.0,1.9,0.16,-18
2001,198,5,3.8,3.7,538.0,2.15,-1.34,-18
2001,198,6,4.1,3.8,550.0,2.27,-1.43,-12
2001,198,7,2.9,3.0,529.0,1.79,-0.79,-11
2001,198,8,-0.3,3.1,540.0,1.76,0.81,-12
2001,198,9,0.7,2.8,566.0,1.77,0.34,-9
2001,198,10,5.3,2.8,590.0,1.86,-2.3,-9
2001,198,11,5.7,2.6,588.0,1.71,-2.23,-7
2001,198,12,-1.1,2.1,584.0,1.34,1.52,-9
2001,198,13,0.3,1.5,624.0,1.11,0.81,-13
2001,198,14,0.7,1.3,644.0,1.02,0.64,-14
2001,198,15,2.5,1.3,649.0,1.02,-0.78,-17
2001,198,16,1.6,1.2,613.0,0.84,-0.43,-14
2001,198,17,1.1,1.2,643.0,0.9,-0.26,-12
2001,198,18,3.9,1.2,630.0,0.88,-2.27,-9
2001,198,19,0.9,1.2,612.0,0.84,-0.43,-10
2001,198,20,2.5,1.2,625.0,0.94,-1.5,-10
2001,198,21,1.8,1.1,642.0,0.91,-1.16,-12
2001,198,22,2.1,1.2,652.0,1.02,-1.37,-12
2001,198,23,0.5,1.1,650.0,0.87,-0.33,-12
2001,199,0,1.4,0.9,648.0,0.76,-0.91,-14
2001,199,1,0.4,1.0,622.0,0.77,-0.19,-13
2001,199,2,0.5,1.0,615.0,0.76,-0.18,-7
2001,199,3,2.0,1.0,655.0,0.8,-1.05,-4
2001,199,4,1.5,1.0,664.0,0.82,-0.6,-5
2001,199,5,-0.7,1.0,637.0,0.76,0.7,-9
2001,199,6,2.0,1.1,636.0,0.82,-0.95,-9
2001,199,7,-0.2,1.0,644.0,0.77,0.9,-8
2001,199,8,1.4,1.2,621.0,0.85,-0.25,-6
2001,199,9,2.1,1.2,658.0,0.98,-0.26,-3
2001,199,10,1.7,1.3,606.0,0.9,-0.36,-4
2001,199,11,1.9,1.2,633.0,0.9,-0.57,-6
2001,199,12,1.6,1.1,613.0,0.78,-0.61,-8
2001,199,13,-1.4,1.0,614.0,0.72,0.68,-8
2001,199,14,-1.0,1.2,613.0,0.86,0.55,-11
2001,199,15,-0.2,1.2,599.0,0.81,0.3,-12
2001,199,16,1.8,1.3,587.0,0.84,-0.76,-10
2001,199,17,1.7,1.2,610.0,0.86,-0.67,-6
2001,199,18,1.9,1.2,575.0,0.73,-0.98,-4
2001,199,19,2.6,1.4,585.0,0.88,-1.4,-3
2001,199,20,2.2,1.3,579.0,0.81,-1.27,1
2001,199,21,0.8,1.3,628.0,0.95,-0.5,4
2001,199,22,0.4,1.3,624.0,0.95,-0.25,5
2001,199,23,0.5,1.3,606.0,0.9,-0.3,2
2001,200,0,1.7,1.3,635.0,0.98,-1.02,-1
2001,200,1,2.4,1.3,623.0,0.94,-1.43,1
2001,200,2,1.9,1.3,629.0,1.03,-1.01,4
2001,200,3,2.5,1.4,620.0,1.02,-1.36,3
2001,200,4,1.5,1.3,614.0,0.91,-0.61,1
2001,200,5,1.7,1.2,648.0,0.94,-0.52,2
2001,200,6,0.5,1.2,617.0,0.86,0.37,4
2001,200,7,1.5,1.3,613.0,0.9,-0.18,2
2001,200,8,-1.8,1.3,584.0,0.89,0.7,2
2001,200,9,1.1,1.3,582.0,0.83,-0.81,2
2001,200,10,1.5,1.5,579.0,1.01,-0.29,4
2001,200,11,-0.8,1.3,604.0,0.95,1.33,1
2001,200,12,1.6,1.4,616.0,0.97,-0.12,-3
2001,200,13,0.6,1.4,613.0,0.97,0.49,-4
2001,200,14,1.0,1.4,622.0,1.0,0.19,-2
2001,200,15,1.4,1.3,583.0,0.82,-0.7,-4
2001,200,16,-0.9,1.3,587.0,0.83,0.94,-4
2001,200,17,1.3,1.5,605.0,1.1,-0.36,-5
2001,200,18,1.4,1.5,591.0,0.97,-0.65,-3
2001,200,19,1.1,1.5,612.0,1.03,-0.49,-1
2001,200,20,0.9,1.4,593.0,0.91,-0.47,-3
2001,200,21,1.1,1.5,579.0,1.01,-0.64,1
2001,200,22,1.1,1.4,592.0,0.92,-0.65,-2
2001,200,23,-0.5,1.3,578.0,0.81,0.29,-1
2001,201,0,-0.4,1.4,541.0,0.74,0.22,-1
2001,201,1,0.3,1.5,545.0,0.85,-0.11,0
2001,201,2,-1.4,1.5,545.0,0.84,0.71,3
2001,201,3,0.0,1.5,528.0,0.79,0.16,2
2001,201,4,1.0,1.6,524.0,0.8,-0.26,1
2001,201,5,0.1,1.4,522.0,0.71,0.31,0
2001,201,6,-0.5,1.5,511.0,0.73,0.41,-1
2001,201,7,0.1,1.5,512.0,0.73,0.36,1
2001,201,8,0.1,1.5,498.0,0.69,0.5,0
2001,201,9,-0.6,1.4,480.0,0.6,0.72,-3
2001,201,10,-1.1,1.9,475.0,0.87,1.04,-1
2001,201,11,0.3,2.3,484.0,1.16,0.63,-1
2001,201,12,0.0,2.3,464.0,1.06,0.7,-2
2001,201,13,1.2,2.2,449.0,0.93,0.09,0
2001,201,14,0.3,2.6,466.0,1.08,0.61,3
2001,201,15,1.7,2.5,461.0,1.1,-0.18,3
2001,201,16,1.2,2.5,445.0,0.98,-0.09,2
2001,201,17,1.9,2.3,433.0,0.85,-0.65,2
2001,201,18,0.9,2.4,436.0,0.89,-0.17,1
2001,201,19,2.1,2.9,437.0,1.08,-0.79,3
2001,201,20,1.1,2.9,429.0,1.02,-0.39,3
2001,201,21,1.8,2.9,442.0,1.09,-0.75,1
2001,201,22,1.9,2.8,443.0,1.08,-0.84,1
2001,201,23,1.9,2.8,434.0,1.03,-0.78,1
2001,202,0,2.6,2.9,433.0,1.06,-1.08,-1
2001,202,1,2.4,3.7,435.0,1.38,-0.96,1
2001,202,2,-0.4,3.5,427.0,1.28,0.34,5
2001,202,3,1.9,2.9,412.0,1.0,-0.62,5
2001,202,4,0.8,3.1,430.0,1.18,0.04,10
2001,202,5,2.3,3.0,423.0,1.07,-0.59,10
2001,202,6,1.5,2.2,418.0,0.77,-0.0,10
2001,202,7,2.1,2.1,417.0,0.73,-0.13,8
2001,202,8,1.7,2.1,410.0,0.72,-0.04,6
2001,202,9,1.7,2.4,410.0,0.85,-0.08,8
2001,202,10,0.1,2.8,406.0,0.91,0.57,9
2001,202,11,0.5,2.8,411.0,1.02,0.45,11
2001,202,12,1.7,3.0,418.0,1.06,0.04,11
2001,202,13,0.8,3.0,401.0,0.95,0.24,9
2001,202,14,1.7,2.6,400.0,0.81,-0.0,11
2001,202,15,2.9,2.5,400.0,0.77,-0.64,10
2001,202,16,2.4,2.9,398.0,0.89,-0.52,12
2001,202,17,3.4,3.3,408.0,1.06,-1.06,13
2001,202,18,1.5,3.7,417.0,1.24,-0.38,17
2001,202,19,3.6,3.8,414.0,1.27,-1.37,20
2001,202,20,2.9,4.0,406.0,1.27,-1.1,23
2001,202,21,0.4,4.1,411.0,1.35,-0.12,22
2001,202,22,-0.2,4.2,389.0,1.25,0.08,15
2001,202,23,0.3,4.4,394.0,1.33,-0.08,10
2001,203,0,0.4,4.1,390.0,1.2,-0.12,11
2001,203,1,-1.7,3.8,380.0,1.03,0.68,12
2001,203,2,-3.6,3.9,371.0,1.04,1.37,6
2001,203,3,-4.7,3.8,375.0,1.03,1.76,-1
2001,203,4,-5.1,3.8,377.0,1.03,1.92,-8
2001,203,5,-5.4,3.9,372.0,1.03,1.97,-11
2001,203,6,-4.6,3.8,365.0,0.96,1.64,-15
2001,203,7,-2.2,4.2,372.0,1.15,1.04,-18
2001,203,8,0.5,4.8,380.0,1.42,0.61,-16
2001,203,9,-0.3,5.2,380.0,1.51,0.99,-15
2001,203,10,-2.3,4.9,361.0,1.3,1.3,-14
2001,203,11,-4.7,4.8,366.0,1.29,1.43,-14
2001,203,12,-3.3,5.3,359.0,1.36,1.15,-14
2001,203,13,-0.7,5.2,367.0,1.33,0.88,-12
2001,203,14,1.1,4.9,371.0,1.29,0.48,-9
2001,203,15,4.3,4.2,363.0,1.08,-1.09,-9
2001,203,16,0.5,5.2,381.0,1.47,0.34,-6
2001,203,17,-4.4,4.7,368.0,1.24,1.84,-5
2001,203,18,-2.4,4.5,361.0,1.13,1.12,-10
2001,203,19,3.1,3.4,366.0,0.89,-0.95,-11
2001,203,20,1.6,3.9,375.0,1.04,-0.45,-7
2001,203,21,-0.7,4.5,376.0,1.23,0.34,-4
2001,203,22,4.2,5.1,391.0,1.48,-1.6,-3
2001,203,23,-4.7,4.3,380.0,1.19,1.82,-5
2001,204,0,-5.7,5.1,389.0,1.45,2.22,-7
2001,204,1,-4.0,4.8,379.0,1.31,1.55,-11
2001,204,2,-0.6,4.4,382.0,1.22,0.42,-10
2001,204,3,-2.7,4.6,376.0,1.28,1.13,-4
2001,204,4,3.5,4.2,384.0,1.2,-0.96,0
2001,204,5,0.5,4.4,378.0,1.24,0.3,2
2001,204,6,2.5,4.4,386.0,1.27,-0.31,2
2001,204,7,0.6,4.3,372.0,1.17,0.3,1
2001,204,8,-2.7,4.8,361.0,1.22,1.12,-2
2001,204,9,-2.4,4.8,370.0,1.27,1.11,-4
2001,204,10,2.9,4.3,380.0,1.21,-0.3,-4
2001,204,11,1.8,4.3,378.0,1.21,-0.04,-1
2001,204,12,0.0,4.2,363.0,1.07,0.07,-2
2001,204,13,-2.9,4.3,365.0,1.13,0.99,-3
2001,204,14,-1.0,4.3,375.0,1.18,0.56,-3
2001,204,15,-0.1,4.0,362.0,1.02,0.11,-4
2001,204,16,-3.1,4.1,365.0,1.06,1.35,-4
2001,204,17,-0.1,4.0,365.0,1.05,0.22,0
2001,204,18,0.2,4.6,367.0,1.22,0.07,2
2001,204,19,1.7,4.8,371.0,1.27,-0.52,4
2001,204,20,0.1,4.2,358.0,1.08,-0.0,3
2001,204,21,-1.1,4.1,351.0,1.0,0.39,5
2001,204,22,-1.7,4.7,360.0,1.21,0.65,4
2001,204,23,-0.7,4.9,361.0,1.3,0.29,1
2001,205,0,-2.5,5.2,362.0,1.35,0.94,-1
2001,205,1,-2.6,9.8,395.0,2.83,0.91,2
2001,205,2,-1.3,8.8,386.0,2.48,0.46,3
2001,205,3,1.1,7.9,384.0,2.17,-0.12,2
2001,205,4,4.4,6.6,393.0,1.9,-1.3,7
2001,205,5,2.4,11.7,408.0,3.64,-0.82,21
2001,205,6,-2.2,17.2,432.0,5.94,0.43,20
2001,205,7,-2.8,15.8,432.0,5.46,0.65,14
2001,205,8,-2.0,14.2,422.0,4.68,0.04,14
2001,205,9,-1.9,16.0,412.0,5.03,0.29,17
2001,205,10,1.6,8.3,396.0,2.43,0.4,15
2001,205,11,-0.7,7.2,397.0,2.24,1.47,11
2001,205,12,-1.1,8.8,402.0,2.75,1.41,10
2001,205,13,-2.8,13.3,412.0,4.31,1.81,14
2001,205,14,-3.6,20.4,413.0,6.76,1.69,21
2001,205,15,-4.9,12.6,416.0,4.36,1.46,27
2001,205,16,-3.5,7.4,420.0,2.7,0.84,11
2001,205,17,-0.1,7.3,434.0,3.0,-0.39,0
2001,205,18,-1.6,7.3,445.0,2.87,0.22,-6
2001,205,19,0.5,7.4,451.0,3.03,-0.54,-5
2001,205,20,0.2,7.2,448.0,2.92,-0.27,-2
2001,205,21,4.0,7.7,483.0,3.58,-1.93,-1
2001,205,22,4.6,7.4,483.0,3.47,-2.17,-3
2001,205,23,2.0,7.8,462.0,3.26,-0.97,0
2001,206,0,-3.7,7.7,464.0,3.13,1.58,5
2001,206,1,-5.4,7.0,473.0,2.98,2.27,8
2001,206,2,0.1,7.3,495.0,3.35,-0.35,7
2001,206,3,-4.7,7.1,495.0,3.25,1.88,5
2001,206,4,-4.1,5.9,522.0,3.22,1.62,3
2001,206,5,-4.3,5.8,521.0,2.94,1.46,-2
2001,206,6,-5.6,5.7,538.0,3.05,1.99,-13
2001,206,7,-6.5,5.6,554.0,3.17,2.6,-15
2001,206,8,-5.0,5.3,557.0,3.05,1.73,-16
2001,206,9,-6.0,4.4,576.0,2.69,2.13,-19
2001,206,10,-5.2,4.9,579.0,3.03,1.74,-21
2001,206,11,-0.8,5.2,571.0,3.18,-0.51,-17
2001,206,12,3.0,5.6,582.0,3.64,-1.86,-12
2001,206,13,1.6,5.4,574.0,3.46,-1.21,-8
2001,206,14,-1.8,5.0,553.0,2.94,0.22,-10
2001,206,15,-3.6,5.0,549.0,2.82,1.15,-17
2001,206,16,-3.0,4.7,561.0,2.78,0.95,-22
2001,206,17,-2.4,4.4,554.0,2.55,0.83,-20
2001,206,18,-2.8,4.1,557.0,2.47,1.28,-22
2001,206,19,-4.0,4.1,564.0,2.6,2.14,-26
2001,206,20,1.5,3.9,565.0,2.48,-0.96,-22
2001,206,21,0.0,3.6,543.0,2.11,-0.0,-19
2001,206,22,-1.5,3.6,562.0,2.23,0.79,-16
2001,206,23,-3.7,3.8,576.0,2.42,2.02,-15
2001,207,0,2.6,3.4,580.0,2.28,-1.62,-20
2001,207,1,0.2,3.0,553.0,1.88,-0.28,-27
2001,207,2,-0.8,3.0,550.0,1.81,0.22,-27
2001,207,3,2.0,2.9,566.0,1.8,-1.36,-29
2001,207,4,2.2,2.5,556.0,1.46,-1.39,-28
2001,207,5,2.3,2.4,566.0,1.44,-1.58,-24
2001,207,6,0.4,2.1,547.0,1.2,-0.44,-21
2001,207,7,0.5,2.3,561.0,1.35,-0.0,-17
2001,207,8,3.6,2.5,573.0,1.52,-1.72,-15
2001,207,9,2.5,2.5,554.0,1.43,-1.16,-18
2001,207,10,-1.5,1.9,542.0,1.04,0.38,-18
2001,207,11,0.8,2.2,549.0,1.24,-0.99,-15
2001,207,12,0.2,2.4,563.0,1.5,-0.06,-11
2001,207,13,-2.8,2.7,554.0,1.61,1.44,-10
2001,207,14,-3.1,2.6,550.0,1.52,1.38,-9
2001,207,15,-2.3,2.4,545.0,1.4,1.04,-9
2001,207,16,-2.4,2.5,545.0,1.48,1.36,-8
2001,207,17,-2.0,2.4,546.0,1.43,1.09,-5
2001,207,18,-1.6,2.6,544.0,1.54,0.76,-7
2001,207,19,-0.2,2.4,538.0,1.41,-0.0,-11
2001,207,20,-0.9,2.3,539.0,1.35,0.38,-9
2001,207,21,-0.3,2.5,554.0,1.53,0.06,-8
2001,207,22,0.0,2.3,541.0,1.35,-0.05,-9
2001,207,23,0.5,2.3,539.0,1.34,-0.32,-10
2001,208,0,1.3,2.3,522.0,1.26,-0.68,-11
2001,208,1,0.3,2.3,511.0,1.19,-0.2,-9
2001,208,2,-0.3,2.3,511.0,1.2,0.05,-8
2001,208,3,0.6,2.4,502.0,1.21,-0.45,-4
2001,208,4,1.8,2.9,484.0,1.39,-1.02,0
2001,208,5,1.5,3.3,485.0,1.61,-0.53,4
2001,208,6,-2.0,2.9,492.0,1.45,0.79,5
2001,208,7,-3.5,3.2,482.0,1.5,1.54,2
2001,208,8,-2.0,3.3,469.0,1.54,0.8,-3
2001,208,9,-0.5,3.2,467.0,1.43,0.56,-6
2001,208,10,-0.4,3.1,460.0,1.36,0.14,-5
2001,208,11,-1.1,3.1,473.0,1.44,0.24,-2
2001,208,12,-1.3,3.2,460.0,1.41,0.51,-3
2001,208,13,0.0,3.3,459.0,1.42,0.09,-7
2001,208,14,-0.8,3.4,467.0,1.53,-0.05,-7
2001,208,15,-2.2,3.3,458.0,1.45,1.15,-6
2001,208,16,0.3,3.4,463.0,1.49,-0.51,-7
2001,208,17,0.2,3.3,462.0,1.4,-0.37,-5
2001,208,18,-1.1,3.4,451.0,1.36,0.27,-2
2001,208,19,0.5,3.4,449.0,1.35,-0.36,-3
2001,208,20,-1.0,3.2,439.0,1.21,0.35,-2
2001,208,21,-2.2,3.3,439.0,1.25,0.92,-4
2001,208,22,0.3,2.9,424.0,1.04,-0.13,-8
2001,208,23,0.1,2.8,423.0,1.0,-0.08,-9
2001,209,0,-1.1,2.8,423.0,1.02,0.42,-8
2001,209,1,-0.5,2.8,431.0,1.04,0.09,-8
2001,209,2,0.5,2.8,429.0,1.04,-0.39,-6
2001,209,3,-0.3,2.4,403.0,0.79,0.04,-5
2001,209,4,1.2,2.6,403.0,0.85,-0.6,-3
2001,209,5,0.7,2.7,400.0,0.87,-0.36,-2
2001,209,6,0.4,2.7,396.0,0.84,-0.32,1
2001,209,7,1.1,2.8,393.0,0.85,-0.59,1
2001,209,8,1.8,3.6,386.0,1.03,-0.54,3
2001,209,9,1.2,3.6,391.0,1.04,-0.66,1
2001,209,10,-1.1,3.4,397.0,1.02,-0.0,1
2001,209,11,-1.5,3.4,395.0,0.99,0.28,0
2001,209,12,-1.1,3.0,390.0,0.85,0.43,-3
2001,209,13,1.5,3.6,372.0,0.94,-0.67,-2
2001,209,14,-0.2,3.0,366.0,0.76,-0.18,0
2001,209,15,1.2,3.4,362.0,0.83,-0.62,1
2001,209,16,2.6,3.9,360.0,0.93,-1.04,1
2001,209,17,2.3,3.8,356.0,0.88,-0.75,2
2001,209,18,3.3,4.4,360.0,1.04,-1.22,3
2001,209,19,3.3,4.1,360.0,0.97,-1.3,4
2001,209,20,1.4,4.1,360.0,0.97,-0.61,7
2001,209,21,0.5,3.8,360.0,0.9,-0.25,6
2001,209,22,0.4,3.6,360.0,0.85,-0.22,6
2001,209,23,-0.1,3.8,356.0,0.87,-0.04,6
2001,210,0,0.3,4.4,355.0,1.02,-0.21,9
2001,210,1,-2.6,4.5,356.0,1.05,0.82,10
2001,210,2,-3.0,4.3,351.0,0.98,0.95,9
2001,210,3,-2.0,3.8,348.0,0.86,0.59,7
2001,210,4,-3.1,999.9,343.0,99.99,1.1,4
2001,210,5,-3.5,999.9,336.0,99.99,1.24,1
2001,210,6,-2.7,999.9,334.0,99.99,1.0,1
2001,210,7,-2.3,999.9,332.0,99.99,0.63,2
2001,210,8,-2.7,999.9,326.0,99.99,1.01,0
2001,210,9,-3.4,999.9,325.0,99.99,0.94,-1
2001,210,10,-2.2,999.9,322.0,99.99,0.13,-3
2001,210,11,-2.1,999.9,320.0,99.99,0.16,1
2001,210,12,-2.6,999.9,324.0,99.99,0.29,8
2001,210,13,-1.7,999.9,321.0,99.99,0.1,10
2001,210,14,-1.8,999.9,320.0,99.99,0.06,10
2001,210,15,0.4,999.9,311.0,99.99,-0.25,10
2001,210,16,-3.6,999.9,323.0,99.99,0.94,11
2001,210,17,-0.5,999.9,321.0,99.99,0.03,7
2001,210,18,-1.5,999.9,328.0,99.99,0.39,7
2001,210,19,2.0,999.9,319.0,99.99,-0.64,3
2001,210,20,2.6,999.9,315.0,99.99,-0.88,6
2001,210,21,2.4,999.9,316.0,99.99,-0.79,8
2001,210,22,4.5,999.9,323.0,99.99,-1.45,11
2001,210,23,4.6,999.9,319.0,99.99,-1.47,14
2001,211,0,2.1,999.9,328.0,99.99,-0.82,17
2001,211,1,5.6,999.9,321.0,99.99,-1.93,15
2001,211,2,5.6,999.9,313.0,99.99,-1.88,17
2001,211,3,6.1,999.9,309.0,99.99,-1.95,15
2001,211,4,3.2,999.9,309.0,99.99,-1.3,13
2001,211,5,-2.6,999.9,308.0,99.99,0.34,13
2001,211,6,-2.6,999.9,308.0,99.99,0.92,14
2001,211,7,-3.6,999.9,305.0,99.99,1.16,10
2001,211,8,-2.4,999.9,313.0,99.99,0.22,6
2001,211,9,-0.9,999.9,314.0,99.99,-0.38,4
2001,211,10,-2.9,999.9,311.0,99.99,0.25,8
2001,211,11,2.4,999.9,313.0,99.99,-1.06,13
2001,211,12,0.8,999.9,310.0,99.99,-0.84,15
2001,211,13,1.2,999.9,308.0,99.99,-1.08,15
2001,211,14,2.8,999.9,305.0,99.99,-1.34,14
2001,211,15,-4.3,999.9,306.0,99.99,0.7,16
2001,211,16,-5.1,999.9,307.0,99.99,1.14,13
2001,211,17,-5.9,999.9,306.0,99.99,1.71,8
2001,211,18,-4.8,999.9,308.0,99.99,1.42,6
2001,211,19,-4.5,999.9,310.0,99.99,1.49,4
2001,211,20,-5.4,999.9,311.0,99.99,1.8,5
2001,211,21,-5.7,999.9,311.0,99.99,1.68,-2
2001,211,22,1.6,999.9,321.0,99.99,-0.74,-4
2001,211,23,-0.6,21.1,328.0,3.9,-0.03,2
2001,212,0,-4.6,23.4,334.0,4.53,1.2,8
2001,212,1,-5.6,31.8,340.0,6.38,1.56,15
2001,212,2,-5.4,44.2,346.0,9.26,1.45,12
2001,212,3,-6.5,63.2,352.0,14.12,1.72,13
2001,212,4,-4.4,41.9,375.0,11.18,1.12,-5
2001,212,5,-9.4,41.9,395.0,14.59,2.53,-22
2001,212,6,4.9,17.2,387.0,5.64,-2.94,-35
2001,212,7,9.5,16.5,385.0,5.26,-4.12,-27
2001,212,8,9.7,15.7,381.0,4.58,-4.38,-22
2001,212,9,4.5,14.7,390.0,4.53,-3.16,-19
2001,212,10,2.5,14.7,395.0,4.69,-2.65,-17
2001,212,11,-2.0,15.1,426.0,5.58,-1.36,-8
2001,212,12,-10.0,14.4,445.0,5.77,2.05,-6
2001,212,13,4.4,13.2,472.0,6.4,-3.92,-11
2001,212,14,-1.4,11.8,480.0,6.03,-0.86,-4
2001,212,15,-4.7,10.5,514.0,6.28,1.23,-6
2001,212,16,-6.7,8.4,529.0,5.28,2.49,-11
2001,212,17,-2.8,7.1,529.0,3.89,1.06,-22
2001,212,18,3.3,6.5,546.0,3.69,-2.13,-18
2001,212,19,3.0,6.1,555.0,3.8,-2.05,-18
2001,212,20,4.0,6.4,576.0,4.13,-2.3,-13
2001,212,21,2.2,5.3,575.0,3.36,-1.44,-18
2001,212,22,0.9,4.7,578.0,2.96,-0.64,-20
2001,212,23,-2.1,4.6,582.0,2.9,0.99,-18
2001,213,0,-1.2,3.7,591.0,2.43,0.41,-18
2001,213,1,-0.5,3.3,599.0,2.23,-0.12,-12
2001,213,2,-1.9,3.0,581.0,1.94,0.52,-9
2001,213,3,-1.4,3.3,564.0,2.08,0.28,-11
2001,213,4,-0.9,3.3,547.0,1.95,0.05,-12
2001,213,5,1.3,3.4,556.0,2.01,-1.17,-11
2001,213,6,-0.4,3.3,569.0,2.06,-0.57,-5
2001,213,7,-0.8,3.2,591.0,2.16,-0.71,-6
2001,213,8,-2.7,3.5,576.0,2.22,0.46,-7
2001,213,9,-2.2,3.4,575.0,2.07,0.06,-9
2001,213,10,-5.5,2.4,593.0,1.53,2.13,-11
2001,213,11,-2.1,3.8,571.0,2.28,0.69,-9
2001,213,12,-0.8,4.6,564.0,2.67,-0.23,-1
2001,213,13,-0.6,5.4,556.0,2.98,-0.22,6
2001,213,14,-0.9,3.0,521.0,1.46,-0.47,2
2001,213,15,-3.0,3.3,514.0,1.57,0.67,0
2001,213,16,-2.5,4.7,512.0,2.16,0.51,-1
2001,213,17,-1.2,6.9,507.0,3.2,0.15,4
2001,213,18,-0.5,5.4,504.0,2.45,-0.15,2
2001,213,19,0.7,5.0,517.0,2.37,-0.57,-1
2001,213,20,1.3,5.8,499.0,2.56,-0.85,-3
2001,213,21,-0.7,6.4,502.0,2.86,0.3,-5
2001,213,22,0.3,5.8,499.0,2.58,-0.25,-7
2001,213,23,0.3,6.1,489.0,2.58,-0.29,-7
2001,214,0,2.0,5.6,464.0,2.15,-1.11,-7
2001,214,1,2.1,4.9,452.0,1.77,-1.18,-2
2001,214,2,2.4,4.9,455.0,1.82,-1.23,3
2001,214,3,3.2,5.7,446.0,2.08,-1.69,6
2001,214,4,0.1,9.1,446.0,3.29,-0.22,8
2001,214,5,-3.2,11.2,438.0,3.9,1.45,7
2001,214,6,-1.4,10.4,429.0,3.5,0.26,4
2001,214,7,0.7,10.5,432.0,3.57,-0.99,7
2001,214,8,3.8,7.5,402.0,2.25,-2.09,7
2001,214,9,4.0,7.0,396.0,2.03,-1.7,7
2001,214,10,-2.7,9.3,408.0,2.87,1.1,9
2001,214,11,0.8,9.3,395.0,2.68,-0.63,4
2001,214,12,-0.5,7.4,393.0,2.08,-0.28,4
2001,214,13,3.7,5.5,378.0,1.42,-1.59,3
2001,214,14,3.6,5.5,376.0,1.4,-0.98,7
2001,214,15,-0.3,9.3,412.0,2.82,0.74,13
2001,214,16,1.5,11.6,413.0,3.5,-0.33,14
2001,214,17,0.8,11.5,412.0,3.43,-0.33,15
2001,214,18,1.3,11.5,407.0,3.35,-0.53,16
2001,214,19,1.4,11.5,401.0,3.27,-0.68,14
2001,214,20,-0.7,11.2,401.0,3.18,0.08,12
2001,214,21,-0.1,11.2,397.0,3.08,-0.04,10
2001,214,22,-0.9,11.5,392.0,3.08,0.31,13
2001,214,23,-1.9,11.0,391.0,2.93,0.66,13
2001,215,0,-1.7,10.3,385.0,2.65,0.54,8
2001,215,1,-0.3,10.0,382.0,2.54,-0.08,9
2001,215,2,-2.2,9.1,380.0,2.28,0.57,14
2001,215,3,-2.6,7.7,379.0,1.93,0.64,13
2001,215,4,-3.5,7.5,376.0,1.86,1.17,11
2001,215,5,-4.7,7.6,381.0,1.94,1.45,7
2001,215,6,-4.4,7.6,384.0,1.96,1.31,0
2001,215,7,-6.3,14.2,411.0,4.25,2.1,5
2001,215,8,-0.3,17.6,436.0,6.21,-0.87,-10
2001,215,9,-3.6,18.0,437.0,6.34,0.04,-4
2001,215,10,-0.5,16.6,431.0,5.71,-1.12,0
2001,215,11,-2.0,16.3,432.0,5.61,-0.78,3
2001,215,12,-0.8,13.2,420.0,4.43,-1.6,-1
2001,215,13,-3.9,10.9,415.0,3.71,-0.33,-1
2001,215,14,-1.6,9.3,415.0,3.22,-0.83,-4
2001,215,15,0.4,6.8,433.0,2.4,-0.43,-4
2001,215,16,3.2,6.2,425.0,2.09,-1.95,-2
2001,215,17,4.8,5.9,414.0,1.88,-2.24,-1
2001,215,18,2.6,6.4,408.0,1.98,-1.26,-1
2001,215,19,-1.9,5.4,408.0,1.66,0.61,-3
2001,215,20,-3.4,4.2,406.0,1.28,1.22,-8
2001,215,21,-0.6,3.8,396.0,1.15,0.04,-13
2001,215,22,-1.3,3.8,390.0,1.1,0.35,-11
2001,215,23,-0.7,3.5,386.0,1.0,0.12,-8
2001,216,0,-0.9,3.4,381.0,0.97,0.19,-6
2001,216,1,-0.3,2.8,381.0,0.78,-0.11,-6
2001,216,2,-1.1,3.0,381.0,0.84,0.15,-4
2001,216,3,-1.7,2.7,379.0,0.76,0.34,-1
2001,216,4,-2.1,3.1,386.0,0.89,0.58,0
2001,216,5,-0.5,3.8,390.0,1.09,0.35,-1
