Time,"BZ, nT (GSE)","SW Proton Density, N/cm^3","SW Plasma Speed, km/s",Flow pressure,E elecrtric field,"Dst-index, nT"
1003950000,1.2,3.5,375.0,0.98,-0.41,-42
1003953600,1.5,3.5,373.0,0.97,-0.52,-42
1003957200,1.4,3.6,371.0,0.99,-0.48,-41
1003960800,0.3,3.7,371.0,1.02,-0.15,-41
1003964400,0.0,4.6,374.0,1.29,-0.07,-40
1003968000,0.1,5.5,371.0,1.51,-0.07,-36
1003971600,0.1,5.5,369.0,1.5,-0.07,-32
1003975200,0.0,5.6,367.0,1.51,-0.07,-30
1003978800,0.3,5.6,363.0,1.53,-0.18,-29
1003982400,0.1,5.0,360.0,1.32,-0.11,-29
1003986000,0.0,4.8,357.0,1.25,-0.11,-28
1003989600,0.3,5.2,355.0,1.32,-0.18,-27
1003993200,0.2,5.3,355.0,1.44,-0.14,-26
1003996800,0.2,4.8,356.0,1.38,-0.14,-20
1004000400,1.9,15.3,448.0,7.14,-1.52,3
1004004000,3.3,18.8,445.0,8.8,-2.09,5
1004007600,2.4,14.5,443.0,6.01,-2.53,-1
1004011200,0.6,14.1,439.0,5.14,-2.11,-4
1004014800,1.7,11.7,444.0,4.47,-2.4,-5
1004018400,2.3,11.4,449.0,4.5,-2.25,-6
1004022000,1.2,11.8,446.0,4.66,-1.65,-7
1004025600,5.4,11.1,440.0,4.22,-2.9,-7
1004029200,-1.8,9.9,433.0,3.62,-0.04,-8
1004032800,-3.6,11.1,431.0,4.12,1.16,-10
1004036400,-3.7,10.3,417.0,3.51,1.25,-22
1004040000,-2.4,10.6,413.0,3.55,0.62,-35
1004043600,-0.4,10.0,413.0,3.34,-0.25,-40
1004047200,-0.3,9.3,406.0,3.09,-0.32,-36
1004050800,1.1,10.0,398.0,3.18,-0.88,-31
1004054400,0.0,10.3,394.0,3.19,-0.47,-29
1004058000,0.2,10.1,392.0,3.1,-0.47,-26
1004061600,0.5,10.2,391.0,3.1,-0.74,-24
1004065200,1.0,10.0,390.0,3.0,-0.94,-23
1004068800,-0.4,8.8,390.0,2.58,-0.35,-22
1004072400,-0.8,8.5,390.0,2.5,-0.16,-20
1004076000,-1.0,7.9,390.0,2.28,-0.08,-23
1004079600,-1.9,7.3,389.0,2.1,0.51,-25
1004083200,-1.6,8.0,381.0,2.21,0.42,-22
1004086800,-1.2,8.7,361.0,2.17,0.54,-20
1004090400,-0.9,7.8,365.0,1.96,-0.04,-22
1004094000,-0.2,6.6,363.0,1.63,-0.65,-22
1004097600,1.9,6.4,360.0,1.56,-1.04,-22
1004101200,2.7,6.4,356.0,1.53,-0.93,-22
1004104800,1.8,6.3,355.0,1.49,-0.5,-23
1004108400,0.7,6.1,351.0,1.41,-0.04,-25
1004112000,-0.6,7.0,344.0,1.54,0.34,-23
1004115600,-0.3,6.6,350.0,1.53,-0.07,-21
1004119200,1.8,8.5,358.0,2.02,-0.79,-18
1004122800,-0.1,12.7,370.0,3.22,-0.04,-12
1004126400,2.1,12.8,372.0,3.34,-0.71,-14
1004130000,-1.0,9.8,378.0,2.7,0.15,-16
1004133600,0.1,10.4,388.0,2.96,0.04,-13
1004137200,0.4,8.0,394.0,2.31,0.12,-15
1004140800,0.9,4.1,404.0,1.25,0.04,-17
1004144400,0.7,4.3,402.0,1.3,0.16,-19
1004148000,-1.6,1.7,387.0,0.54,1.08,-25
1004151600,-4.4,1.6,385.0,0.53,2.08,-27
1004155200,1.5,1.6,395.0,0.52,0.36,-27
1004158800,2.2,1.7,399.0,0.57,0.28,-27
1004162400,3.5,1.6,390.0,0.5,-0.12,-27
1004166000,3.4,1.7,388.0,0.5,0.04,-26
1004169600,3.0,1.7,391.0,0.5,0.27,-27
1004173200,3.7,1.8,396.0,0.54,0.08,-27
1004176800,2.0,1.8,401.0,0.59,0.68,-26
1004180400,2.8,2.0,397.0,0.67,0.32,-24
1004184000,4.0,1.9,409.0,0.66,-0.29,-26
1004187600,-1.0,2.3,385.0,0.71,1.39,-26
1004191200,2.8,2.4,381.0,0.72,-0.11,-27
1004194800,2.8,2.3,382.0,0.68,-0.08,-26
1004198400,2.0,1.6,378.0,0.47,0.15,-25
1004202000,2.1,1.4,371.0,0.4,-0.04,-24
1004205600,4.2,2.5,396.0,0.79,-1.11,-21
1004209200,4.2,2.6,385.0,0.76,-1.12,-18
1004212800,3.8,2.3,381.0,0.65,-1.03,-19
1004216400,3.2,2.6,375.0,0.72,-0.83,-18
1004220000,0.6,3.1,367.0,0.87,0.15,-15
1004223600,-0.4,2.7,357.0,0.74,0.5,-18
1004227200,-3.0,3.0,357.0,0.82,1.43,-16
1004230800,-3.4,3.0,357.0,0.86,1.57,-15
1004234400,-4.2,3.2,357.0,0.9,1.93,-17
1004238000,-5.9,5.1,412.0,2.16,3.5,-16
1004241600,-8.8,9.7,502.0,5.89,6.88,-55
1004245200,-9.9,10.7,502.0,6.2,7.28,-88
1004248800,-7.2,11.1,480.0,6.06,5.9,-109
1004252400,-5.2,11.1,467.0,5.58,4.62,-118
1004256000,-7.5,10.7,487.0,5.75,5.94,-134
1004259600,-5.4,10.4,487.0,5.39,4.87,-142
1004263200,-4.1,10.5,487.0,5.24,4.33,-149
1004266800,-2.8,9.9,475.0,4.7,3.56,-157
1004270400,0.9,10.3,453.0,4.45,1.77,-146
1004274000,0.0,10.7,448.0,4.45,1.79,-130
1004277600,5.1,10.3,456.0,4.39,-0.91,-128
1004281200,2.3,9.2,450.0,3.82,0.27,-118
1004284800,0.6,9.0,450.0,3.66,0.94,-112
1004288400,-3.1,8.0,458.0,3.41,2.24,-107
1004292000,-4.0,6.7,464.0,2.82,2.55,-105
1004295600,0.3,6.6,452.0,2.62,0.72,-104
1004299200,-0.2,7.7,447.0,2.87,0.67,-104
1004302800,0.3,6.0,450.0,2.27,0.5,-109
1004306400,1.7,5.9,447.0,2.23,-0.18,-106
1004310000,4.1,5.9,450.0,2.23,-1.22,-96
1004313600,1.8,7.2,462.0,2.86,-0.23,-83
1004317200,-0.3,8.6,455.0,3.4,0.59,-79
1004320800,4.5,8.4,433.0,2.96,-1.39,-73
1004324400,4.6,6.4,427.0,2.22,-1.11,-66
1004328000,1.2,6.4,431.0,2.3,0.6,-67
1004331600,-3.5,9.0,443.0,3.47,2.48,-75
1004335200,4.2,7.7,433.0,2.77,-0.39,-82
1004338800,4.7,8.0,423.0,2.79,-0.59,-73
1004342400,5.4,7.2,421.0,2.5,-0.72,-70
1004346000,5.1,7.2,419.0,2.49,-0.59,-66
1004349600,2.5,9.0,417.0,3.05,0.38,-60
1004353200,1.5,10.0,416.0,3.48,0.67,-60
1004356800,-1.2,8.5,405.0,2.76,1.46,-61
1004360400,-3.4,9.6,400.0,3.05,1.88,-60
1004364000,-0.1,8.1,404.0,2.59,0.57,-66
1004367600,0.0,6.1,401.0,2.02,0.2,-67
1004371200,-4.4,4.0,409.0,1.45,1.47,-67
1004374800,-3.5,2.5,398.0,0.96,1.03,-69
1004378400,-3.0,3.1,394.0,1.25,0.75,-69
1004382000,0.0,3.4,400.0,1.3,-0.6,-67
1004385600,-1.1,0.8,376.0,0.26,-0.11,-68
1004389200,-0.8,0.7,384.0,0.23,-0.15,-64
1004392800,-0.7,4.0,385.0,1.17,0.19,-54
1004396400,-1.5,6.7,380.0,1.89,0.84,-48
1004400000,-0.7,4.0,374.0,1.12,0.64,-48
1004403600,-1.0,4.1,390.0,1.25,0.82,-48
1004407200,-0.8,3.7,391.0,1.15,0.86,-52
1004410800,-0.9,3.6,389.0,1.1,0.93,-54
1004414400,-0.7,3.3,377.0,0.95,0.9,-52
1004418000,-0.8,3.1,371.0,0.92,1.15,-49
1004421600,-1.2,2.9,369.0,0.92,1.33,-49
1004425200,-1.4,2.7,371.0,0.86,1.45,-54
1004428800,-2.1,3.4,360.0,0.95,1.62,-53
1004432400,-2.0,3.1,366.0,0.91,1.57,-53
1004436000,-1.5,5.5,366.0,1.65,1.13,-51
1004439600,-0.5,9.5,371.0,2.83,0.33,-51
1004443200,-0.4,9.4,374.0,2.93,0.22,-49
1004446800,-0.5,7.9,369.0,2.34,0.3,-47
1004450400,-0.8,4.8,371.0,1.42,0.56,-50
1004454000,-0.9,5.5,366.0,1.56,0.51,-49
1004457600,-0.4,9.0,360.0,2.44,0.22,-43
1004461200,-0.3,7.5,354.0,1.99,0.18,-37
1004464800,0.4,6.7,353.0,1.75,-0.0,-36
1004468400,-0.3,7.3,350.0,1.94,0.21,-37
1004472000,-0.4,8.1,349.0,2.12,0.14,-40
1004475600,-0.5,8.6,348.0,2.26,0.21,-41
1004479200,-0.7,7.0,346.0,1.84,0.24,-39
1004482800,-0.7,4.1,350.0,1.08,0.32,-39
1004486400,-0.5,4.2,349.0,1.11,0.24,-36
1004490000,-0.2,5.0,341.0,1.26,0.17,-31
1004493600,-0.2,5.0,336.0,1.22,0.24,-27
1004497200,-0.3,4.7,338.0,1.15,0.27,-24
1004500800,-0.2,4.6,339.0,1.13,0.24,-23
1004504400,-0.3,4.3,337.0,1.05,0.3,-24
1004508000,-0.6,3.8,336.0,0.94,0.4,-26
1004511600,-0.4,3.9,332.0,0.99,0.37,-28
1004515200,-0.8,4.2,331.0,1.07,0.36,-25
1004518800,-1.0,4.0,330.0,1.0,0.43,-23
1004522400,-1.5,3.6,331.0,0.9,0.5,-22
1004526000,-1.6,3.8,329.0,0.94,0.43,-22
1004529600,-1.3,4.0,326.0,0.95,0.39,-19
1004533200,-0.8,3.9,326.0,0.99,0.36,-15
1004536800,0.5,11.3,380.0,4.04,0.65,-2
1004540400,0.8,14.9,387.0,5.11,0.77,-5
1004544000,-0.3,17.8,381.0,5.8,0.8,-8
1004547600,-1.9,23.4,376.0,7.65,0.75,-9
1004551200,-0.7,24.2,376.0,7.93,-0.11,-11
1004554800,-4.7,17.6,368.0,5.54,1.99,-15
1004558400,-6.2,17.1,371.0,5.14,2.67,-29
1004562000,-10.6,10.2,381.0,2.96,4.04,-45
1004565600,-12.3,5.0,388.0,1.33,5.04,-60
1004569200,-12.1,4.3,379.0,1.08,4.74,-81
1004572800,-10.5,4.0,378.0,1.02,4.2,-81
1004576400,-9.2,3.9,373.0,0.96,3.8,-91
1004580000,-9.6,3.7,367.0,0.89,3.93,-97
1004583600,-9.6,4.5,360.0,1.06,3.56,-96
1004587200,-8.8,5.4,359.0,1.27,3.27,-93
1004590800,-9.2,5.2,362.0,1.26,3.58,-97
1004594400,-9.8,4.5,359.0,1.06,3.66,-98
1004598000,-9.2,4.3,356.0,0.99,3.7,-92
1004601600,-8.7,4.3,356.0,0.98,3.7,-94
1004605200,-8.7,5.1,357.0,1.17,3.71,-98
1004608800,-8.0,5.0,348.0,1.09,3.62,-106
1004612400,-6.5,4.8,342.0,1.01,3.49,-104
1004616000,-4.9,4.6,337.0,0.93,3.07,-86
1004619600,-3.7,5.2,335.0,1.03,2.71,-77
1004623200,-3.3,5.2,331.0,1.05,2.45,-78
1004626800,-3.5,6.3,331.0,1.3,2.42,-79
1004630400,-0.8,10.6,324.0,2.2,1.43,-78
1004634000,-0.4,10.6,321.0,2.1,1.16,-75
1004637600,5.8,9.7,316.0,1.9,-1.04,-71
1004641200,10.9,999.9,317.0,99.99,-3.04,-65
1004644800,10.3,999.9,313.0,99.99,-2.85,-62
1004648400,9.8,999.9,314.0,99.99,-2.76,-61
1004652000,9.7,999.9,316.0,99.99,-2.81,-58
1004655600,9.5,999.9,317.0,99.99,-2.73,-58
1004659200,9.3,999.9,310.0,99.99,-2.6,-55
1004662800,8.2,999.9,305.0,99.99,-2.13,-50
1004666400,8.6,999.9,310.0,99.99,-2.26,-52
1004670000,9.1,999.9,316.0,99.99,-2.46,-50
1004673600,8.7,999.9,311.0,99.99,-2.24,-49
1004677200,7.1,999.9,314.0,99.99,-1.57,-49
1004680800,5.3,999.9,312.0,99.99,-1.09,-43
1004684400,5.6,999.9,318.0,99.99,-1.21,-44
1004688000,6.3,999.9,312.0,99.99,-1.25,-40
1004691600,6.9,999.9,313.0,99.99,-1.6,-37
1004695200,7.4,999.9,316.0,99.99,-2.09,-36
1004698800,6.8,7.2,321.0,1.34,-2.09,-34
1004702400,-0.4,5.5,343.0,1.18,0.55,-34
1004706000,-4.9,4.2,355.0,0.99,2.48,-39
1004709600,3.5,7.3,336.0,1.52,-0.44,-37
1004713200,5.4,6.9,330.0,1.38,-1.09,-33
1004716800,5.4,8.0,337.0,1.6,-1.31,-30
1004720400,4.7,7.9,340.0,1.63,-1.26,-32
1004724000,0.5,6.3,343.0,1.32,-0.27,-33
1004727600,0.3,5.7,344.0,1.24,-0.31,-31
1004731200,2.2,5.6,353.0,1.31,-0.92,-31
1004734800,2.0,10.2,363.0,2.43,-0.73,-28
1004738400,0.6,11.5,363.0,2.67,-0.25,-27
1004742000,-0.4,10.5,357.0,2.33,0.07,-26
1004745600,-0.1,8.4,352.0,1.84,-0.07,-27
1004749200,2.0,8.4,352.0,1.84,-0.92,-23
1004752800,-0.4,9.1,347.0,1.94,-0.07,-19
1004756400,1.5,8.2,341.0,1.68,-0.85,-16
1004760000,2.2,7.0,336.0,1.41,-1.04,-18
1004763600,3.5,6.2,328.0,1.24,-1.41,-20
1004767200,2.8,999.9,328.0,99.99,-1.12,-19
1004770800,1.5,999.9,323.0,99.99,-0.78,-19
1004774400,-0.1,999.9,314.0,99.99,-0.09,-18
1004778000,-1.6,999.9,316.0,99.99,0.13,-18
1004781600,0.9,999.9,322.0,99.99,-0.87,-16
1004785200,-0.1,999.9,321.0,99.99,-0.71,-16
1004788800,-1.5,999.9,318.0,99.99,-0.29,-16
1004792400,-1.1,5.8,323.0,1.15,-0.16,-19
1004796000,-0.5,5.8,321.0,1.12,-0.16,-18
1004799600,0.1,7.1,326.0,1.4,0.13,-20
1004803200,-0.3,6.4,320.0,1.22,-0.03,-22
1004806800,-0.2,999.9,321.0,99.99,-0.13,-21
1004810400,0.2,999.9,319.0,99.99,-0.22,-20
1004814000,0.3,999.9,318.0,99.99,-0.19,-17
1004817600,1.0,999.9,318.0,99.99,-0.35,-15
1004821200,0.6,999.9,320.0,99.99,-0.13,-14
1004824800,-0.1,999.9,323.0,99.99,0.19,-15
1004828400,-1.0,999.9,319.0,99.99,0.45,-14
1004832000,0.1,999.9,318.0,99.99,0.13,-10
1004835600,1.3,999.9,318.0,99.99,-0.25,-6
1004839200,1.5,999.9,302.0,99.99,-0.36,-3
1004842800,2.0,999.9,291.0,99.99,-0.49,-7
1004846400,2.3,999.9,287.0,99.99,-0.46,-7
1004850000,1.5,999.9,309.0,99.99,0.15,-7
1004853600,-2.2,999.9,304.0,99.99,1.0,-9
1004857200,-2.6,999.9,313.0,99.99,1.25,-15
1004860800,-2.3,999.9,320.0,99.99,0.99,-15
1004864400,-3.6,999.9,322.0,99.99,1.58,-18
1004868000,0.0,999.9,315.0,99.99,0.82,-24
1004871600,-0.9,999.9,328.0,99.99,1.15,-23
1004875200,-2.8,999.9,321.0,99.99,1.64,-25
1004878800,-5.0,999.9,318.0,99.99,1.94,-28
1004882400,-4.9,999.9,308.0,99.99,1.36,-41
1004886000,0.1,999.9,301.0,99.99,-0.42,-38
1004889600,-3.4,999.9,308.0,99.99,0.89,-31
1004893200,-1.3,999.9,319.0,99.99,0.41,-29
1004896800,4.7,999.9,334.0,99.99,-1.54,-31
1004900400,5.1,999.9,321.0,99.99,-1.8,-28
1004904000,4.4,999.9,324.0,99.99,-1.62,-28
1004907600,4.8,999.9,325.0,99.99,-1.76,-29
1004911200,4.0,999.9,327.0,99.99,-1.5,-29
1004914800,5.1,999.9,328.0,99.99,-1.84,-28
1004918400,4.4,999.9,328.0,99.99,-1.64,-27
1004922000,3.3,999.9,327.0,99.99,-1.31,-24
1004925600,4.5,999.9,339.0,99.99,-1.86,-19
1004929200,5.1,999.9,359.0,99.99,-2.44,-11
1004932800,3.8,999.9,359.0,99.99,-2.15,-8
1004936400,2.9,999.9,352.0,99.99,-1.97,-6
1004940000,2.4,999.9,351.0,99.99,-1.9,-4
1004943600,1.4,18.0,357.0,4.08,-1.43,-3
1004947200,1.6,20.1,359.0,4.6,-1.18,5
1004950800,2.4,14.5,355.0,3.31,-1.92,0
1004954400,2.2,17.8,356.0,4.16,-1.89,0
1004958000,4.4,25.5,382.0,6.89,-3.59,11
1004961600,3.8,19.9,383.0,5.34,-3.22,10
1004965200,8.9,28.4,372.0,7.25,-4.13,14
1004968800,5.2,38.8,368.0,9.62,-2.76,22
1004972400,3.4,46.1,385.0,12.51,-2.43,13
1004976000,8.4,39.0,404.0,11.65,-4.4,9
1004979600,18.1,21.3,399.0,6.39,-6.22,9
1004983200,1.2,38.6,411.0,12.2,-0.12,22
1004986800,-13.5,35.9,423.0,11.84,4.65,5
1004990400,-3.8,24.7,426.0,9.82,1.96,-37
1004994000,-3.9,13.6,415.0,5.65,2.53,-50
1004997600,-3.5,14.9,414.0,5.82,2.24,-50
1005001200,-5.8,15.9,410.0,5.95,3.12,-55
1005004800,-8.7,13.9,420.0,5.5,4.54,-73
1005008400,-4.6,12.0,413.0,4.91,3.18,-64
1005012000,-53.7,999.9,9999.0,99.99,999.99,-101
1005015600,-45.5,999.9,9999.0,99.99,999.99,-269
1005019200,-39.0,999.9,9999.0,99.99,999.99,-281
1005022800,-11.2,999.9,9999.0,99.99,999.99,-288
1005026400,-13.6,999.9,9999.0,99.99,999.99,-292
1005030000,-8.2,999.9,9999.0,99.99,999.99,-276
1005033600,1.2,999.9,9999.0,99.99,999.99,-276
1005037200,4.9,999.9,9999.0,99.99,999.99,-259
1005040800,5.2,999.9,9999.0,99.99,999.99,-235
1005044400,4.9,999.9,9999.0,99.99,999.99,-213
1005048000,4.1,999.9,9999.0,99.99,999.99,-200
1005051600,-14.4,999.9,9999.0,99.99,999.99,-183
1005055200,-26.5,999.9,9999.0,99.99,999.99,-207
1005058800,-27.2,999.9,9999.0,99.99,999.99,-218
1005062400,-27.6,999.9,9999.0,99.99,999.99,-210
1005066000,4.5,999.9,9999.0,99.99,999.99,-187
1005069600,7.3,999.9,9999.0,99.99,999.99,-177
1005073200,-6.9,999.9,9999.0,99.99,999.99,-151
1005076800,-9.8,999.9,9999.0,99.99,999.99,-164
1005080400,-7.7,1.8,729.0,2.06,5.47,-176
1005084000,-6.9,1.7,716.0,1.83,4.73,-173
1005087600,-5.7,1.7,717.0,1.91,3.8,-173
1005091200,-4.3,1.5,703.0,1.64,2.67,-165
1005094800,-5.6,1.2,709.0,1.32,3.54,-156
1005098400,-4.4,0.8,666.0,0.76,2.26,-152
1005102000,-5.7,0.7,660.0,0.65,3.04,-148
1005105600,-2.1,0.8,649.0,0.71,0.52,-138
1005109200,0.1,0.5,660.0,0.46,-0.86,-123
1005112800,-1.3,0.4,651.0,0.34,-0.2,-121
1005116400,1.1,0.3,651.0,0.26,-1.82,-121
1005120000,-0.7,0.4,641.0,0.36,-0.58,-115
1005123600,-2.5,0.5,636.0,0.46,0.45,-110
1005127200,-3.8,0.6,638.0,0.55,1.21,-108
1005130800,-1.9,0.6,626.0,0.55,0.25,-109
1005134400,0.2,0.8,629.0,0.66,-0.94,-106
1005138000,-0.8,0.8,629.0,0.65,-0.38,-99
1005141600,-2.1,0.7,628.0,0.59,0.57,-99
1005145200,-0.5,0.5,613.0,0.4,-0.18,-100
1005148800,-1.1,0.6,615.0,0.46,0.18,-95
1005152400,-0.1,0.5,616.0,0.38,-0.18,-91
1005156000,-0.2,0.6,594.0,0.44,-0.0,-88
1005159600,0.3,0.7,610.0,0.53,-0.43,-86
1005163200,-1.8,0.8,615.0,0.61,0.92,-81
1005166800,1.5,0.8,618.0,0.6,-1.05,-78
1005170400,0.9,0.8,608.0,0.59,-0.67,-75
1005174000,1.5,0.8,585.0,0.54,-0.88,-73
1005177600,-2.7,0.8,596.0,0.55,1.55,-71
1005181200,1.2,0.9,595.0,0.62,-0.89,-70
1005184800,1.5,0.8,583.0,0.54,-0.82,-69
1005188400,1.6,0.8,575.0,0.52,-0.69,-64
1005192000,0.7,0.8,560.0,0.48,-0.17,-65
1005195600,0.4,0.9,556.0,0.54,0.06,-66
1005199200,-0.8,1.0,546.0,0.57,0.16,-64
1005202800,-0.8,0.9,545.0,0.51,0.6,-65
1005206400,-1.5,1.1,550.0,0.64,0.17,-64
1005210000,0.3,1.1,540.0,0.62,-0.43,-57
1005213600,0.6,1.1,531.0,0.6,-0.8,-57
1005217200,0.8,1.2,522.0,0.63,-0.52,-53
1005220800,0.9,1.2,518.0,0.62,-0.83,-52
1005224400,0.8,1.1,523.0,0.59,-0.94,-51
1005228000,1.8,1.2,519.0,0.65,-1.25,-49
1005231600,0.7,1.1,510.0,0.58,-0.71,-48
1005235200,2.6,1.1,511.0,0.57,-1.33,-47
1005238800,0.5,1.3,507.0,0.67,-0.41,-46
1005242400,1.9,1.3,511.0,0.69,-0.82,-44
1005246000,1.2,1.6,503.0,0.82,-0.7,-44
1005249600,0.4,1.7,506.0,0.88,-0.35,-45
1005253200,-0.6,1.6,498.0,0.8,0.2,-47
1005256800,0.9,1.8,493.0,0.89,-0.54,-47
1005260400,0.7,1.8,487.0,0.86,-0.44,-46
1005264000,-0.3,1.8,493.0,0.88,-0.0,-43
1005267600,2.6,1.8,489.0,0.87,-1.42,-42
1005271200,-1.5,1.6,492.0,0.78,0.54,-39
1005274800,0.1,1.6,487.0,0.74,-0.39,-39
1005278400,0.4,1.3,497.0,0.58,-0.6,-39
1005282000,1.0,1.5,513.0,0.72,-0.87,-36
1005285600,0.2,1.5,519.0,0.75,-0.62,-35
1005289200,0.9,1.6,513.0,0.8,-0.97,-36
1005292800,0.9,1.8,519.0,0.93,-1.14,-35
1005296400,1.4,1.8,528.0,0.97,-1.37,-34
1005300000,-0.2,1.7,508.0,0.85,-0.56,-35
1005303600,0.5,1.8,509.0,0.89,-0.92,-33
1005307200,2.0,1.8,501.0,0.86,-1.35,-33
1005310800,1.3,1.7,495.0,0.8,-1.04,-33
1005314400,2.0,1.6,489.0,0.74,-0.83,-35
1005318000,2.5,1.5,494.0,0.7,-1.24,-35
1005321600,-0.3,1.7,490.0,0.76,-0.15,-35
1005325200,-0.8,1.7,484.0,0.74,0.24,-34
1005328800,-0.7,1.7,480.0,0.74,0.19,-35
1005332400,-3.2,1.7,486.0,0.76,1.46,-33
1005336000,-0.5,1.7,482.0,0.74,0.14,-38
1005339600,-0.8,1.9,473.0,0.8,0.28,-44
1005343200,-0.6,1.8,486.0,0.8,0.15,-40
1005346800,0.7,1.9,464.0,0.77,-0.32,-37
1005350400,0.8,2.0,455.0,0.77,-0.41,-37
1005354000,0.9,2.0,454.0,0.77,-0.5,-39
1005357600,-0.4,2.1,455.0,0.81,-0.0,-36
1005361200,0.6,2.1,486.0,0.91,-0.63,-33
1005364800,1.8,2.2,468.0,0.89,-1.08,-31
1005368400,2.4,2.2,450.0,0.82,-1.17,-30
1005372000,1.1,2.3,442.0,0.84,-0.75,-28
1005375600,1.2,2.3,443.0,0.84,-0.71,-30
1005379200,0.1,2.2,436.0,0.78,-0.44,-27
1005382800,-0.5,2.3,442.0,0.84,-0.22,-27
1005386400,-0.3,2.3,451.0,0.86,-0.54,-28
1005390000,0.1,2.4,420.0,0.78,-0.13,-29
1005393600,1.3,2.3,435.0,0.83,-0.83,-32
1005397200,0.8,2.4,462.0,0.96,-0.79,-30
1005400800,-0.1,2.4,429.0,0.82,-0.3,-32
1005404400,2.1,2.3,417.0,0.74,-1.25,-32
1005408000,1.1,2.4,417.0,0.77,-0.83,-31
1005411600,0.1,2.5,415.0,0.83,-0.29,-30
1005415200,0.0,2.3,413.0,0.75,-0.33,-32
1005418800,1.0,2.4,418.0,0.81,-0.67,-30
1005422400,-4.1,2.6,421.0,0.85,1.89,-27
1005426000,-5.3,2.4,415.0,0.76,2.2,-35
1005429600,-4.6,2.7,410.0,0.85,1.89,-38
1005433200,-4.5,2.7,403.0,0.81,1.81,-40
1005436800,-2.8,2.4,403.0,0.73,0.97,-42
1005440400,-3.0,2.4,404.0,0.74,0.97,-43
1005444000,-2.5,2.8,397.0,0.81,0.71,-42
1005447600,-2.3,2.5,403.0,0.75,0.48,-39
1005451200,-2.0,2.6,398.0,0.76,0.28,-35
1005454800,-0.9,2.6,396.0,0.75,-0.32,-32
1005458400,0.0,2.9,399.0,0.86,-0.8,-33
1005462000,0.2,3.1,415.0,1.0,-1.04,-32
1005465600,0.5,2.9,413.0,0.92,-1.2,-29
1005469200,-4.8,1.7,441.0,0.63,1.37,-28
1005472800,-0.7,1.8,465.0,0.76,-0.56,-33
1005476400,0.8,1.6,450.0,0.61,-1.57,-35
1005480000,0.3,1.9,455.0,0.73,-1.14,-29
1005483600,2.4,2.0,463.0,0.79,-1.81,-29
1005487200,0.0,2.2,461.0,0.85,-0.74,-31
1005490800,0.9,2.4,448.0,0.89,-0.85,-34
1005494400,0.6,2.4,447.0,0.87,-0.58,-35
1005498000,-1.7,2.3,449.0,0.87,0.67,-34
1005501600,0.7,2.2,458.0,0.82,-0.46,-33
1005505200,1.0,2.2,457.0,0.85,-0.69,-30
1005508800,-1.4,2.2,444.0,0.8,0.58,-29
1005512400,0.4,2.2,453.0,0.84,-0.32,-27
1005516000,1.1,2.2,451.0,0.83,-0.63,-25
1005519600,-0.5,2.4,433.0,0.85,0.17,-24
1005523200,-0.5,2.4,465.0,0.94,0.05,-23
1005526800,0.0,2.5,470.0,1.0,-0.33,-25
1005530400,0.4,2.5,467.0,0.99,-0.56,-28
1005534000,1.1,2.5,446.0,0.9,-0.89,-27
1005537600,-0.4,2.4,434.0,0.82,-0.17,-26
1005541200,0.3,2.4,448.0,0.86,-0.85,-25
1005544800,0.0,2.4,440.0,0.83,-0.84,-25
1005548400,0.9,2.4,442.0,0.84,-1.24,-23
1005552000,0.2,2.4,437.0,0.83,-1.01,-18
1005555600,1.1,2.5,441.0,0.89,-1.37,-13
1005559200,-0.6,3.5,457.0,1.39,-0.73,-10
1005562800,1.4,3.8,449.0,1.44,-1.21,-13
1005566400,1.8,4.0,438.0,1.45,-0.35,-14
1005570000,1.7,3.8,430.0,1.91,-0.39,-14
1005573600,2.4,3.6,419.0,1.26,-0.63,-16
1005577200,2.3,3.3,411.0,1.11,-0.74,-22
1005580800,2.4,2.7,403.0,0.83,-0.89,-25
1005584400,1.6,2.8,410.0,0.91,-0.66,-24
1005588000,0.3,3.2,418.0,1.07,-0.21,-24
1005591600,0.2,3.7,427.0,1.27,-0.17,-22
1005595200,-0.3,3.5,424.0,1.19,-0.0,-21
1005598800,-0.6,3.3,419.0,1.11,0.17,-20
1005602400,-0.3,3.8,417.0,1.15,0.04,-19
1005606000,-0.3,3.8,405.0,1.13,0.04,-18
1005609600,-1.3,8.2,392.0,2.39,0.47,-15
1005613200,-1.1,7.7,391.0,2.19,0.39,-12
1005616800,-0.7,7.4,387.0,2.05,0.19,-13
1005620400,0.0,6.0,382.0,1.6,-0.11,-16
1005624000,0.7,3.4,368.0,0.87,-0.33,-19
1005627600,2.5,3.7,372.0,1.0,-0.97,-17
1005631200,1.7,3.7,370.0,1.03,-0.78,-16
1005634800,1.6,3.2,364.0,0.86,-0.73,-17
1005638400,1.1,2.9,357.0,0.74,-0.54,-13
1005642000,0.7,3.3,355.0,0.83,-0.35,-12
1005645600,0.8,3.3,351.0,0.84,-0.39,-12
1005649200,0.3,999.9,348.0,99.99,-0.38,-13
1005652800,0.3,999.9,350.0,99.99,-0.46,-13
1005656400,0.2,3.6,353.0,0.97,-0.39,-12
1005660000,-1.0,4.4,353.0,1.23,0.14,-10
1005663600,-1.7,5.0,350.0,1.36,0.59,-11
1005667200,-1.3,5.5,354.0,1.53,0.64,-12
1005670800,-1.0,5.8,356.0,1.57,0.46,-13
1005674400,1.2,6.1,359.0,1.58,-0.39,-12
